Images,Aircraft,Flight,Position,Focal.length,Pix.Dim,Baro_raw,Launch.Ht,Baro + Ht,Laser_Alt,Altitude,Altimeter,Measurer,RRR.pix
190626_C_F1_P038.JPG,Cinestar,Cinestar-F1,Center,25,0.00375434,70.3,1.215,71.515,77,77,Laser,KCB,125.404
190626_C_F1_P048.JPG,Cinestar,Cinestar-F1,Center,25,0.00375434,80.2,1.215,81.415,87,87,Laser,KCB,109.965
190626_C_F1_P053.JPG,Cinestar,Cinestar-F1,Center,25,0.00375434,93.55,1.215,94.765,101,101,Laser,KCB,94.993
190626_C_F1_P058.JPG,Cinestar,Cinestar-F1,Center,25,0.00375434,102.1,1.215,103.315,111,111,Laser,KCB,86.949
190626_C_F1_P066.JPG,Cinestar,Cinestar-F1,Center,25,0.00375434,111.25,1.215,112.465,130,,Laser,KCB,78.418
190626_C_F1_P072.JPG,Cinestar,Cinestar-F1,Center,25,0.00375434,119.05,1.215,120.265,130,,Laser,KCB,74.176
190626_C_F1_P078.JPG,Cinestar,Cinestar-F1,Corner,25,0.00375434,118.85,1.215,120.065,130,,Laser,KCB,70.588
190626_C_F1_P083.JPG,Cinestar,Cinestar-F1,Corner,25,0.00375434,108.7,1.215,109.915,118,118,Laser,KCB,79.005
190626_C_F1_P089.JPG,Cinestar,Cinestar-F1,Corner,25,0.00375434,100.15,1.215,101.365,109,109,Laser,KCB,85.946
190626_C_F1_P095.JPG,Cinestar,Cinestar-F1,Corner,25,0.00375434,89.85,1.215,91.065,98,98,Laser,KCB,94.507
190626_C_F1_P102.JPG,Cinestar,Cinestar-F1,Corner,25,0.00375434,78.7,1.215,79.915,86,86,Laser,KCB,107.781
190626_C_F1_P109.JPG,Cinestar,Cinestar-F1,Corner,25,0.00375434,70.3,1.215,71.515,77,77,Laser,KCB,121.099
190626_C_F1_P118.JPG,Cinestar,Cinestar-F1,Corner,25,0.00375434,59.5,1.215,60.715,66,66,Laser,KCB,142.347
190626_C_F1_P124.JPG,Cinestar,Cinestar-F1,Corner,25,0.00375434,47.5,1.215,48.715,53,53,Laser,KCB,180.026
190626_C_F1_P128.JPG,Cinestar,Cinestar-F1,Corner,25,0.00375434,38.45,1.215,39.665,43,43,Laser,KCB,217.207
190626_C_F1_P133.JPG,Cinestar,Cinestar-F1,Corner,25,0.00375434,23.95,1.215,25.165,28,28,Laser,KCB,342.611
190626_C_F1_P135.JPG,Cinestar,Cinestar-F1,Corner,25,0.00375434,11.05,1.215,12.265,14,14,Laser,KCB,670.671
190626_P4_F1_DJI0046.JPG,P4Pro,P4Pro_F1,Center,8.8,0.002412281,10.1,1.293,11.393,11.13,11.13,Laser,KCB,499.404
190626_P4_F1_DJI0052.JPG,P4Pro,P4Pro_F1,Center,8.8,0.002412281,20.6,1.293,21.893,22.11,22.11,Laser,KCB,245.243
190626_P4_F1_DJI0062.JPG,P4Pro,P4Pro_F1,Center,8.8,0.002412281,30.5,1.293,31.793,31.76,31.76,Laser,KCB,169.889
190626_P4_F1_DJI0071.JPG,P4Pro,P4Pro_F1,Center,8.8,0.002412281,40.8,1.293,42.093,42.31,42.31,Laser,KCB,126.82
190626_P4_F1_DJI0094.JPG,P4Pro,P4Pro_F1,Center,8.8,0.002412281,50.8,1.293,52.093,52.42,52.42,Laser,KCB,103.01
190626_P4_F1_DJI0102.JPG,P4Pro,P4Pro_F1,Center,8.8,0.002412281,60.6,1.293,61.893,62.6,62.6,Laser,KCB,85.961
190626_P4_F1_DJI0111.JPG,P4Pro,P4Pro_F1,Center,8.8,0.002412281,70.8,1.293,72.093,,,Laser,KCB,75.897
190626_P4_F1_DJI0123.JPG,P4Pro,P4Pro_F1,Center,8.8,0.002412281,90.6,1.293,91.893,,,Laser,KCB,58.948
190626_P4_F1_DJI0133.JPG,P4Pro,P4Pro_F1,Center,8.8,0.002412281,100.9,1.293,102.193,,,Laser,KCB,51.02
190626_P4_F1_DJI0141.JPG,P4Pro,P4Pro_F1,Center,8.8,0.002412281,110.8,1.293,112.093,,,Laser,KCB,49.78
190626_P4_F1_DJI0150.JPG,P4Pro,P4Pro_F1,Center,8.8,0.002412281,121.1,1.293,122.393,,,Laser,KCB,40.542
190626_P4_F1_DJI0162.JPG,P4Pro,P4Pro_F1,Corner,8.8,0.002412281,118.6,1.293,119.893,,,Laser,KCB,45.902
190626_P4_F1_DJI0171.JPG,P4Pro,P4Pro_F1,Corner,8.8,0.002412281,109.6,1.293,110.893,,,Laser,KCB,49.686
190626_P4_F1_DJI0183.JPG,P4Pro,P4Pro_F1,Corner,8.8,0.002412281,100.9,1.293,102.193,,,Laser,KCB,53.259
190626_P4_F1_DJI0189.JPG,P4Pro,P4Pro_F1,Corner,8.8,0.002412281,81.6,1.293,82.893,,,Laser,KCB,66.209
190626_P4_F1_DJI0201.JPG,P4Pro,P4Pro_F1,Corner,8.8,0.002412281,70,1.293,71.293,,,Laser,KCB,77.954
190626_P4_F1_DJI0213.JPG,P4Pro,P4Pro_F1,Corner,8.8,0.002412281,60.7,1.293,61.993,59.69,59.69,Laser,KCB,92.871
190626_P4_F1_DJI0219.JPG,P4Pro,P4Pro_F1,Corner,8.8,0.002412281,49.3,1.293,50.593,42.42,42.42,Laser,KCB,124.439
190626_P4_F1_DJI0231.JPG,P4Pro,P4Pro_F1,Corner,8.8,0.002412281,39.3,1.293,40.593,34.05,34.05,Laser,KCB,157.44
190626_P4_F1_DJI0246.JPG,P4Pro,P4Pro_F1,Corner,8.8,0.002412281,20.8,1.293,22.093,15.68,15.68,Laser,KCB,345.199
190626_P4_F1_DJI0255.JPG,P4Pro,P4Pro_F1,Corner,8.8,0.002412281,11,1.293,12.293,9.21,9.21,Laser,KCB,586.673
vlcsnap-PP4-F2-DJI0266-2m18s-10center.jpg,P4Pro-video,P4Pro_F2,Center,8.8,0.00322266,10.1,1.243,11.343,11.41,11.41,Laser,KCB,371.373
vlcsnap-PP4-F2-DJI0266-2m22s-10center.jpg,P4Pro-video,P4Pro_F2,Center,8.8,0.00322266,10.4,1.243,11.643,12.71,12.71,Laser,KCB,337.598
vlcsnap-PP4-F2-DJI0266-2m25s-10center.jpg,P4Pro-video,P4Pro_F2,Center,8.8,0.00322266,10.3,1.243,11.543,12.29,12.29,Laser,KCB,342.984
vlcsnap-PP4-F2-DJI0266-2m32s-13.45mcenter.jpg,P4Pro-video,P4Pro_F2,Center,8.8,0.00322266,13.45,1.243,14.693,23.04,23.04,Laser,KCB,158.509
vlcsnap-PP4-F2-DJI0266-2m34s-15.65mcenter.jpg,P4Pro-video,P4Pro_F2,Center,8.8,0.00322266,15.65,1.243,16.893,24.67,24.67,Laser,KCB,123.044
vlcsnap-PP4-F2-DJI0266-2m37s-19.6center.jpg,P4Pro-video,P4Pro_F2,Center,8.8,0.00322266,19.6,1.243,20.843,46.14,46.14,Laser,KCB,89.338
vlcsnap-PP4-F2-DJI0266-2m38s-21mcenter.jpg,P4Pro-video,P4Pro_F2,Center,8.8,0.00322266,21,1.243,22.243,46.33,46.33,Laser,KCB,82.727
vlcsnap-PP4-F2-DJI0266-2m39s-22.25mcenter.jpg,P4Pro-video,P4Pro_F2,Center,8.8,0.00322266,22.25,1.243,23.493,46.4,46.4,Laser,KCB,77.684
vlcsnap-PP4-F2-DJI0266-3m03s-40.65mcenter.jpg,P4Pro-video,P4Pro_F2,Center,8.8,0.00322266,40.65,1.243,41.893,48.24,48.24,Laser,KCB,77.855
vlcsnap-PP4-F2-DJI0266-3m04s-45mcenter.jpg,P4Pro-video,P4Pro_F2,Center,8.8,0.00322266,45,1.243,46.243,48.41,48.41,Laser,KCB,74.524
vlcsnap-PP4-F2-DJI0266-3m07s-49.35mcenter.jpg,P4Pro-video,P4Pro_F2,Center,8.8,0.00322266,49.35,1.243,50.593,58.33,58.33,Laser,KCB,70.63
vlcsnap-PP4-F2-DJI0266-3m08s-50.7mcenter.jpg,P4Pro-video,P4Pro_F2,Center,8.8,0.00322266,50.5,1.243,51.743,58.31,58.31,Laser,KCB,70.034
vlcsnap-PP4-F2-DJI0266-3m18s-60.95mcenter.jpg,P4Pro-video,P4Pro_F2,Center,8.8,0.00322266,60.95,1.243,62.193,86.94,86.94,Laser,KCB,46.264
vlcsnap-PP4-F2-DJI0266-3m19s-62.65mcenter.jpg,P4Pro-video,P4Pro_F2,Center,8.8,0.00322266,62.65,1.243,63.893,87.43,87.43,Laser,KCB,42.72
vlcsnap-PP4-F2-DJI0266-3m25s-83.6mcenter.jpg,P4Pro-video,P4Pro_F2,Center,8.8,0.00322266,83.6,1.243,84.843,117.56,117.56,Laser,KCB,35.019
vlcsnap-PP4-F2-DJI0266-3m26s-88.1mcenter.jpg,P4Pro-video,P4Pro_F2,Center,8.8,0.00322266,88.1,1.243,89.343,117.71,117.71,Laser,KCB,35.054
vlcsnap-PP4-F2-DJI0266-3m27s-91center.jpg,P4Pro-video,P4Pro_F2,Center,8.8,0.00322266,91,1.243,92.243,117.89,117.89,Laser,KCB,35.455
vlcsnap-PP4-F2-DJI0266-3m42s-100.85mcenter.jpg,P4Pro-video,P4Pro_F2,Center,8.8,0.00322266,100.85,1.243,102.093,112.22,112.22,Laser,KCB,36.137
vlcsnap-PP4-F2-DJI0266-3m43s-101.95mcenter.jpg,P4Pro-video,P4Pro_F2,Center,8.8,0.00322266,101.95,1.243,103.193,112.27,112.27,Laser,KCB,35.126
vlcsnap-PP4-F2-DJI0266-4m53s-79.05mcenter.jpg,P4Pro-video,P4Pro_F2,Center,8.8,0.00322266,79.05,1.243,80.293,83.76,83.76,Laser,KCB,50.685
vlcsnap-PP4-F2-DJI0266-4m59s-75.05mcenter.jpg,P4Pro-video,P4Pro_F2,Center,8.8,0.00322266,75.05,1.243,76.293,80.07,80.07,Laser,KCB,54.497
vlcsnap-PP4-F2-DJI0266-5m02s-70.5mcenter.jpg,P4Pro-video,P4Pro_F2,Center,8.8,0.00322266,70.5,1.243,71.743,74.02,74.02,Laser,KCB,55.888
vlcsnap-PP4-F2-DJI0266-5m03s-69mcenter.jpg,P4Pro-video,P4Pro_F2,Center,8.8,0.00322266,69,1.243,70.243,73.46,73.46,Laser,KCB,57.509
vlcsnap-PP4-F2-DJI0266-5m11s-60.35mcenter.jpg,P4Pro-video,P4Pro_F2,Center,8.8,0.00322266,60.35,1.243,61.593,63.37,63.37,Laser,KCB,66.339
vlcsnap-PP4-F2-DJI0266-5m12s-59.75mcenter.jpg,P4Pro-video,P4Pro_F2,Center,8.8,0.00322266,59.75,1.243,60.993,62.7,62.7,Laser,KCB,67.63
vlcsnap-PP4-F2-DJI0266-5m25s-50.75mcenter.jpg,P4Pro-video,P4Pro_F2,Center,8.8,0.00322266,50.75,1.243,51.993,42.59,42.59,Laser,KCB,96.402
vlcsnap-PP4-F2-DJI0266-5m26s-51.15mcenter.jpg,P4Pro-video,P4Pro_F2,Center,8.8,0.00322266,51.15,1.243,52.393,43.03,43.03,Laser,KCB,94.921
vlcsnap-PP4-F2-DJI0267-0m12s-44.15mcenter.jpg,P4Pro-video,P4Pro_F2,Center,8.8,0.00322266,44.15,1.243,45.393,40,40,Laser,KCB,104.445
vlcsnap-PP4-F2-DJI0267-0m18s-40.9mcenter.jpg,P4Pro-video,P4Pro_F2,Center,8.8,0.00322266,40.9,1.243,42.143,31.63,31.63,Laser,KCB,130.114
vlcsnap-PP4-F2-DJI0267-0m20s-40.2mcenter.jpg,P4Pro-video,P4Pro_F2,Center,8.8,0.00322266,40.2,1.243,41.443,30.47,30.47,Laser,KCB,137.144
vlcsnap-PP4-F2-DJI0267-0m41s-30.6mcenter.jpg,P4Pro-video,P4Pro_F2,Center,8.8,0.00322266,30.6,1.243,31.843,22.98,22.98,Laser,KCB,184.213
vlcsnap-PP4-F2-DJI0267-0m42s-29.6mcenter.jpg,P4Pro-video,P4Pro_F2,Center,8.8,0.00322266,29.6,1.243,30.843,23.8,23.8,Laser,KCB,175.556
vlcsnap-PP4-F2-DJI0267-0m54s-20.5mcenter.jpg,P4Pro-video,P4Pro_F2,Center,8.8,0.00322266,20.5,1.243,21.743,19.9,19.9,Laser,KCB,217.943
vlcsnap-PP4-F2-DJI0267-0m55s-19.85mcenter.jpg,P4Pro-video,P4Pro_F2,Center,8.8,0.00322266,19.85,1.243,21.093,18.97,18.97,Laser,KCB,223.393
vlcsnap-PP4-F2-DJI0267-1m11s-14.4mcenter.jpg,P4Pro-video,P4Pro_F2,Center,8.8,0.00322266,14.4,1.243,15.643,10.81,10.81,Laser,KCB,392.786
vlcsnap-PP4-F2-DJI0267-1m20s-12.5mcenter.jpg,P4Pro-video,P4Pro_F2,Center,8.8,0.00322266,12.5,1.243,13.743,11.55,11.55,Laser,KCB,363.137
190626_P3_F1_DJI0003.JPG,P3Std,P3Std_F1,Center,3.6,0.00154,10.2,1.346,11.546,,,Laser,KCB,373.555
190626_P3_F1_DJI0006.JPG,P3Std,P3Std_F1,Center,3.6,0.00154,20.7,1.346,22.046,,,Laser,KCB,185.37
190626_P3_F1_DJI0009.JPG,P3Std,P3Std_F1,Center,3.6,0.00154,30.4,1.346,31.746,,,Laser,KCB,127.011
190626_P3_F1_DJI0012.JPG,P3Std,P3Std_F1,Center,3.6,0.00154,40.1,1.346,41.446,,,Laser,KCB,96.946
190626_P3_F1_DJI0015.JPG,P3Std,P3Std_F1,Center,3.6,0.00154,50.2,1.346,51.546,,,Laser,KCB,76.856
190626_P3_F1_DJI0018.JPG,P3Std,P3Std_F1,Center,3.6,0.00154,60.6,1.346,61.946,,,Laser,KCB,62.971
190626_P3_F1_DJI0021.JPG,P3Std,P3Std_F1,Center,3.6,0.00154,70.5,1.346,71.846,,,Laser,KCB,55.011
190626_P3_F1_DJI0024.JPG,P3Std,P3Std_F1,Center,3.6,0.00154,80.8,1.346,82.146,,,Laser,KCB,46.767
190626_P3_F1_DJI0027.JPG,P3Std,P3Std_F1,Center,3.6,0.00154,90.2,1.346,91.546,,,Laser,KCB,42.339
190626_P3_F1_DJI0030.JPG,P3Std,P3Std_F1,Center,3.6,0.00154,100.3,1.346,101.646,,,Laser,KCB,37.927
190626_P3_F1_DJI0033.JPG,P3Std,P3Std_F1,Center,3.6,0.00154,110.3,1.346,111.646,,,Laser,KCB,34.558
190626_P3_F1_DJI0036.JPG,P3Std,P3Std_F1,Center,3.6,0.00154,120.6,1.346,121.946,,,Laser,KCB,31.25
190626_P3_F1_DJI0039.JPG,P3Std,P3Std_F1,Corner,3.6,0.00154,120.9,1.346,122.246,,,Laser,KCB,30.647
190626_P3_F1_DJI0041.JPG,P3Std,P3Std_F1,Corner,3.6,0.00154,110.7,1.346,112.046,,,Laser,KCB,33.386
190626_P3_F1_DJI0044.JPG,P3Std,P3Std_F1,Corner,3.6,0.00154,100.2,1.346,101.546,,,Laser,KCB,35.96
190626_P3_F1_DJI0047.JPG,P3Std,P3Std_F1,Corner,3.6,0.00154,90.7,1.346,92.046,,,Laser,KCB,39.678
190626_P3_F1_DJI0050.JPG,P3Std,P3Std_F1,Corner,3.6,0.00154,79.9,1.346,81.246,,,Laser,KCB,46.46
190626_P3_F1_DJI0053.JPG,P3Std,P3Std_F1,Corner,3.6,0.00154,70.3,1.346,71.646,,,Laser,KCB,52.552
190626_P3_F1_DJI0056.JPG,P3Std,P3Std_F1,Corner,3.6,0.00154,60.5,1.346,61.846,,,Laser,KCB,61.276
190626_P3_F1_DJI0059.JPG,P3Std,P3Std_F1,Corner,3.6,0.00154,50.7,1.346,52.046,,,Laser,KCB,73.78
190626_P3_F1_DJI0062.JPG,P3Std,P3Std_F1,Corner,3.6,0.00154,40.6,1.346,41.946,,,Laser,KCB,91.817
190626_P3_F1_DJI0065.JPG,P3Std,P3Std_F1,Corner,3.6,0.00154,30.4,1.346,31.746,,,Laser,KCB,120.944
190626_P3_F1_DJI0068.JPG,P3Std,P3Std_F1,Corner,3.6,0.00154,20.3,1.346,21.646,,,Laser,KCB,186.448
190626_P3_F1_DJI0071.JPG,P3Std,P3Std_F1,Corner,3.6,0.00154,10.6,1.346,11.946,,,Laser,KCB,352.401
190626_A_F1_DSC01951.JPG,Alta-50mm,Alta_F1,Center,50,0.00391667,10.24,2.17,12.41,11.16,11.16,Laser,Julian,1691.012
190626_A_F1_DSC01965.JPG,Alta-50mm,Alta_F1,Center,50,0.00391667,9.98,2.17,12.15,11.54,11.54,Laser,Julian,1710.313
190626_A_F1_DSC01971.JPG,Alta-50mm,Alta_F1,Center,50,0.00391667,20.06,2.17,22.23,21.92,21.92,Laser,Julian,867.335
190626_A_F1_DSC01989.JPG,Alta-50mm,Alta_F1,Center,50,0.00391667,30.09,2.17,32.26,32.485,32.485,Laser,Julian,583.778
190626_A_F1_DSC02004.JPG,Alta-50mm,Alta_F1,Center,50,0.00391667,40.89,2.17,43.06,43.02,43.02,Laser,Julian,436.833
190626_A_F1_DSC02017.JPG,Alta-50mm,Alta_F1,Center,50,0.00391667,50.16,2.17,52.33,52.69,52.69,Laser,Julian,355.732
190626_A_F1_DSC02021.JPG,Alta-50mm,Alta_F1,Center,50,0.00391667,59.13,2.17,61.3,63.76,63.76,Laser,Julian,291.525
190626_A_F1_DSC02036.JPG,Alta-50mm,Alta_F1,Center,50,0.00391667,70.11,2.17,72.28,73.79,73.79,Laser,Julian,252.429
190626_A_F1_DSC02041.JPG,Alta-50mm,Alta_F1,Center,50,0.00391667,80.33,2.17,82.5,,,Laser,Julian,218.396
190626_A_F1_DSC02049.JPG,Alta-50mm,Alta_F1,Center,50,0.00391667,90,2.17,92.17,,,Laser,Julian,194.804
190626_A_F1_DSC02060.JPG,Alta-50mm,Alta_F1,Center,50,0.00391667,100.88,2.17,103.05,,,Laser,Julian,174.685
190626_A_F1_DSC02077.JPG,Alta-50mm,Alta_F1,Center,50,0.00391667,109.85,2.17,112.02,,,Laser,Julian,174.685
190626_A_F1_DSC02082.JPG,Alta-50mm,Alta_F1,Center,50,0.00391667,119.61,2.17,121.78,,,Laser,Julian,145.486
190626_A_F1_DSC02094.JPG,Alta-50mm,Alta_F1,Corner,50,0.00391667,118.91,2.17,121.08,,,Laser,Julian,145.89
190626_A_F1_DSC02106.JPG,Alta-50mm,Alta_F1,Corner,50,0.00391667,110.3,2.17,112.47,,,Laser,Julian,158.286
190626_A_F1_DSC02113.JPG,Alta-50mm,Alta_F1,Corner,50,0.00391667,100.24,2.17,102.41,,,Laser,Julian,173.783
190626_A_F1_DSC02119.JPG,Alta-50mm,Alta_F1,Corner,50,0.00391667,89.81,2.17,91.98,,,Laser,Julian,196.296
190626_A_F1_DSC02130.JPG,Alta-50mm,Alta_F1,Corner,50,0.00391667,80.12,2.17,82.29,84,84,Laser,Julian,220.518
190626_A_F1_DSC02148.JPG,Alta-50mm,Alta_F1,Corner,50,0.00391667,70.21,2.17,72.38,73.325,73.325,Laser,Julian,254
190626_A_F1_DSC02157.JPG,Alta-50mm,Alta_F1,Corner,50,0.00391667,60,2.17,62.17,62.66,62.66,Laser,Julian,298.544
190626_A_F1_DSC02164.JPG,Alta-50mm,Alta_F1,Corner,50,0.00391667,50.01,2.17,52.18,52.055,52.055,Laser,Julian,359.784
190626_A_F1_DSC02171.JPG,Alta-50mm,Alta_F1,Corner,50,0.00391667,39.91,2.17,42.08,41,41,Laser,Julian,455.924
190626_A_F1_DSC02183.JPG,Alta-50mm,Alta_F1,Corner,50,0.00391667,30.61,2.17,32.78,31.1,31.1,Laser,Julian,605.701
190626_A_F1_DSC02196.JPG,Alta-50mm,Alta_F1,Corner,50,0.00391667,20.02,2.17,22.19,19.69,19.69,Laser,Julian,951.078
190626_A_F1_DSC02206.JPG,Alta-50mm,Alta_F1,Corner,50,0.00391667,11.24,2.17,13.41,9.68,9.68,Laser,Julian,1957.131
190626_A_F2_DSC02227.JPG,Alta-35mm,Alta_F2,Center,35,0.00391667,10.12,2.17,12.29,13.66,13.66,Laser,Julian,961.883
190626_A_F2_DSC02246.JPG,Alta-35mm,Alta_F2,Center,35,0.00391667,20.07,2.17,22.24,24.45,24.45,Laser,Julian,536.069
190626_A_F2_DSC02255.JPG,Alta-35mm,Alta_F2,Center,35,0.00391667,30.2,2.17,32.37,35.03,35.03,Laser,Julian,376.709
190626_A_F2_DSC02263.JPG,Alta-35mm,Alta_F2,Center,35,0.00391667,39.9,2.17,42.07,45.1,45.1,Laser,Julian,288.836
190626_A_F2_DSC02275.JPG,Alta-35mm,Alta_F2,Center,35,0.00391667,50.35,2.17,52.52,,,Laser,Julian,231.218
190626_A_F2_DSC02284.JPG,Alta-35mm,Alta_F2,Center,35,0.00391667,60.16,2.17,62.33,67.08,67.08,Laser,Julian,195.109
190626_A_F2_DSC02292.JPG,Alta-35mm,Alta_F2,Center,35,0.00391667,70.03,2.17,72.2,,,Laser,Julian,166.571
190626_A_F2_DSC02307.JPG,Alta-35mm,Alta_F2,Center,35,0.00391667,80.4,2.17,82.57,,,Laser,Julian,146.957
190626_A_F2_DSC02315.JPG,Alta-35mm,Alta_F2,Center,35,0.00391667,90.43,2.17,92.6,,,Laser,Julian,129.58
190626_A_F2_DSC02320.JPG,Alta-35mm,Alta_F2,Center,35,0.00391667,100.36,2.17,102.53,,,Laser,Julian,118.038
190626_A_F2_DSC02336.JPG,Alta-35mm,Alta_F2,Center,35,0.00391667,110.2,2.17,112.37,,,Laser,Julian,107.122
190626_A_F2_DSC02342.JPG,Alta-35mm,Alta_F2,Center,35,0.00391667,119.62,2.17,121.79,,,Laser,Julian,98.273
190626_A_F2_DSC02357.JPG,Alta-35mm,Alta_F2,Corner,35,0.00391667,119.51,2.17,121.68,,,Laser,Julian,98.094
190626_A_F2_DSC02372.JPG,Alta-35mm,Alta_F2,Corner,35,0.00391667,110.26,2.17,112.43,,,Laser,Julian,107.156
190626_A_F2_DSC02379.JPG,Alta-35mm,Alta_F2,Corner,35,0.00391667,100.47,2.17,102.64,,,Laser,Julian,117.9
190626_A_F2_DSC02387.JPG,Alta-35mm,Alta_F2,Corner,35,0.00391667,90.36,2.17,92.53,,,Laser,Julian,131.647
190626_A_F2_DSC02396.JPG,Alta-35mm,Alta_F2,Corner,35,0.00391667,80.16,2.17,82.33,,,Laser,Julian,148.549
190626_A_F2_DSC02408.JPG,Alta-35mm,Alta_F2,Corner,35,0.00391667,70.1,2.17,72.27,,,Laser,Julian,170.254
190626_A_F2_DSC02427.JPG,Alta-35mm,Alta_F2,Corner,35,0.00391667,60.56,2.17,62.73,,,Laser,Julian,195.561
190626_A_F2_DSC02438.JPG,Alta-35mm,Alta_F2,Corner,35,0.00391667,49.32,2.17,51.49,,,Laser,Julian,237.883
190626_A_F2_DSC02450.JPG,Alta-35mm,Alta_F2,Corner,35,0.00391667,40.04,2.17,42.21,44.44,44.44,Laser,Julian,293.871
190626_A_F2_DSC02457.JPG,Alta-35mm,Alta_F2,Corner,35,0.00391667,29.96,2.17,32.13,34.18,34.18,Laser,Julian,379.431
190626_A_F2_DSC02461.JPG,Alta-35mm,Alta_F2,Corner,35,0.00391667,19.89,2.17,22.06,23.37,23.37,Laser,Julian,556.198
190626_A_F2_DSC02476.JPG,Alta-35mm,Alta_F2,Corner,35,0.00391667,10.3,2.17,12.47,13.37,13.37,Laser,Julian,993.092
10-190626_L_F1_DSC03804.JPG,LemHex,LemHex-F1,Center,35,0.00391667,9.35,1.24,10.59,11.48,11.48,Laser,Julian,1208.384
10.1-190626_L_F1_DSC03812.JPG,LemHex,LemHex-F1,Center,35,0.00391667,10.5,1.24,11.74,11.92,11.92,Laser,Julian,1085.381
20-190626_L_F1_DSC03823.JPG,LemHex,LemHex-F1,Center,35,0.00391667,20.3,1.24,21.54,21.94,21.94,Laser,Julian,600.211
30-190626_L_F1_DSC03834.JPG,LemHex,LemHex-F1,Center,35,0.00391667,30.7,1.24,31.94,32.5,32.5,Laser,Julian,399.239
40-190626_L_F1_DSC03842.JPG,LemHex,LemHex-F1,Center,35,0.00391667,40.75,1.24,41.99,43.49,43.49,Laser,Julian,300.443
50-190626_L_F1_DSC03852.JPG,LemHex,LemHex-F1,Center,35,0.00391667,50.75,1.24,51.99,53.69,53.69,Laser,Julian,243.301
60-190626_L_F1_DSC03866.JPG,LemHex,LemHex-F1,Center,35,0.00391667,60.55,1.24,61.79,63.75,63.75,Laser,Julian,203.311
70-190626_L_F1_DSC03875.JPG,LemHex,LemHex-F1,Center,35,0.00391667,71.05,1.24,72.29,75.38,75.38,Laser,Julian,174.657
80-190626_L_F1_DSC03887.JPG,LemHex,LemHex-F1,Center,35,0.00391667,80.05,1.24,81.29,84.79,84.79,Laser,Julian,152.777
90-190626_L_F1_DSC03896.JPG,LemHex,LemHex-F1,Center,35,0.00391667,91.05,1.24,92.29,95.99,95.99,Laser,Julian,136.274
100-190626_L_F1_DSC03904.JPG,LemHex,LemHex-F1,Center,35,0.00391667,101,1.24,102.24,106.18,106.18,Laser,Julian,122.439
110-190626_L_F1_DSC03915.JPG,LemHex,LemHex-F1,Center,35,0.00391667,110.85,1.24,112.09,116.89,116.89,Laser,Julian,111.068
120-190626_L_F1_DSC03918.JPG,LemHex,LemHex-F1,Center,35,0.00391667,120.15,1.24,121.39,,,Laser,Julian,102.44
120-190626_L_F1_DSC03925.JPG,LemHex,LemHex-F1,Corner,35,0.00391667,120.2,1.24,121.44,,,Laser,Julian,102.63
110-190626_L_F1_DSC03936.JPG,LemHex,LemHex-F1,Corner,35,0.00391667,109.3,1.24,110.54,115.45,115.45,Laser,Julian,112.243
100-190626_L_F1_DSC03946.JPG,LemHex,LemHex-F1,Corner,35,0.00391667,100.9,1.24,102.14,106.71,106.71,Laser,Julian,121.448
90-190626_L_F1_DSC03953.JPG,LemHex,LemHex-F1,Corner,35,0.00391667,90.8,1.24,92.04,96.54,96.54,Laser,Julian,134.92
80-190626_L_F1_DSC03957.JPG,LemHex,LemHex-F1,Corner,35,0.00391667,81.8,1.24,83.04,86.43,86.43,Laser,Julian,151.471
70-190626_L_F1_DSC03960.JPG,LemHex,LemHex-F1,Corner,35,0.00391667,70.85,1.24,72.09,75.69,75.69,Laser,Julian,176.263
60-190626_L_F1_DSC03968.JPG,LemHex,LemHex-F1,Corner,35,0.00391667,60.6,1.24,61.84,65.06,65.06,Laser,Julian,204.642
50-190626_L_F1_DSC03973.JPG,LemHex,LemHex-F1,Corner,35,0.00391667,49.45,1.24,50.69,52.83,52.83,Laser,Julian,248.426
40-190626_L_F1_DSC03979.JPG,LemHex,LemHex-F1,Corner,35,0.00391667,39.65,1.24,40.89,43.25,43.25,Laser,Julian,310.698
30-190626_L_F1_DSC03990.JPG,LemHex,LemHex-F1,Corner,35,0.00391667,30.3,1.24,31.54,33.01,33.01,Laser,Julian,397.56
20-190626_L_F1_DSC03995.JPG,LemHex,LemHex-F1,Corner,35,0.00391667,19.85,1.24,21.09,22.73,22.73,Laser,Julian,621.125
10-190626_L_F1_DSC04004.JPG,LemHex,LemHex-F1,Corner,35,0.00391667,10.3,1.24,11.54,11.73,11.73,Laser,Julian,1105.182
190626_P4_F1_DJI0046.JPG,P4Pro,P4Pro_F1,Center,8.8,0.002412281,10.1,1.293,11.393,11.12976422,11.12976422,Laser,Julian,498.475
190626_P4_F1_DJI0052.JPG,P4Pro,P4Pro_F1,Center,8.8,0.002412281,20.6,1.293,21.893,22.10690514,22.10690514,Laser,Julian,244.453
190626_P4_F1_DJI0062.JPG,P4Pro,P4Pro_F1,Center,8.8,0.002412281,30.5,1.293,31.793,31.75789043,31.75789043,Laser,Julian,169.013
190626_P4_F1_DJI0071.JPG,P4Pro,P4Pro_F1,Center,8.8,0.002412281,40.8,1.293,42.093,42.31289616,42.31289616,Laser,Julian,126.213
190626_P4_F1_DJI0094.JPG,P4Pro,P4Pro_F1,Center,8.8,0.002412281,50.8,1.293,52.093,52.42351778,52.42351778,Laser,Julian,102.418
